IsHoliday,Temp,Rain1h,Snow1h,CloudsAll,WeatherMain,WeatherDescription,Time,TrafficVolume
None,274.68,0,0,1,Clear,sky is clear,2018-01-22 01:00:00,337
None,274.28,0,0,1,Clear,sky is clear,2018-01-22 02:00:00,254
None,274,0,0,40,Clouds,scattered clouds,2018-01-22 03:00:00,325
None,273.93,0,0,75,Clouds,broken clouds,2018-01-22 04:00:00,897
None,273.68,0,0,90,Snow,light snow,2018-01-22 05:00:00,2797
None,273.68,0,0,90,Mist,mist,2018-01-22 05:00:00,2797
None,273.61,0,0,90,Snow,light snow,2018-01-22 06:00:00,5109
None,273.61,0,0,90,Mist,mist,2018-01-22 06:00:00,5109
None,273.36,0,0,90,Snow,light snow,2018-01-22 07:00:00,5250
None,273.02,0,0,90,Snow,light snow,2018-01-22 08:00:00,4429
None,272.79,0,0,90,Snow,light snow,2018-01-22 09:00:00,3794
None,272.72,0,0,90,Snow,light snow,2018-01-22 10:00:00,3351
None,272.72,0,0,90,Mist,mist,2018-01-22 10:00:00,3351
None,272.58,0,0,90,Snow,snow,2018-01-22 11:00:00,3240
None,272.58,0,0,90,Mist,mist,2018-01-22 11:00:00,3240
None,272.58,0,0,90,Fog,fog,2018-01-22 11:00:00,3240
None,272.36,0,0,90,Snow,snow,2018-01-22 12:00:00,3143
None,272.36,0,0,90,Mist,mist,2018-01-22 12:00:00,0
None,272.36,0,0,90,Fog,fog,2018-01-22 12:00:00,3143
None,272.36,0,0,90,Snow,heavy snow,2018-01-22 13:00:00,3066
None,272.36,0,0,90,Fog,fog,2018-01-22 13:00:00,3066
None,272.36,0,0,90,Mist,mist,2018-01-22 13:00:00,3066
None,272.22,0,0,90,Snow,heavy snow,2018-01-22 14:00:00,2846
None,272.22,0,0,90,Fog,fog,2018-01-22 14:00:00,2846
None,272.02,0,0,90,Snow,heavy snow,2018-01-22 15:00:00,2132
None,272.02,0,0,90,Fog,fog,2018-01-22 15:00:00,2132
None,271.36,0,0,90,Snow,heavy snow,2018-01-22 16:00:00,1488
None,271.36,0,0,90,Fog,fog,2018-01-22 16:00:00,1488
None,271.22,0,0,90,Snow,heavy snow,2018-01-22 17:00:00,1379
None,271.22,0,0,90,Fog,fog,2018-01-22 17:00:00,1379
None,270.72,0,0,90,Snow,heavy snow,2018-01-22 18:00:00,1086
None,270.72,0,0,90,Fog,fog,2018-01-22 18:00:00,1086
None,270.72,0,0,90,Mist,mist,2018-01-22 18:00:00,1086
None,270.86,0,0,90,Snow,snow,2018-01-22 19:00:00,1291
None,270.86,0,0,90,Mist,mist,2018-01-22 19:00:00,1291
None,270.86,0,0,90,Snow,snow,2018-01-22 20:00:00,889
None,270.86,0,0,90,Mist,mist,2018-01-22 20:00:00,889
None,270.86,0,0,90,Fog,fog,2018-01-22 20:00:00,889
None,270.8,0,0,90,Snow,light snow,2018-01-22 21:00:00,1246
None,270.8,0,0,90,Mist,mist,2018-01-22 21:00:00,1246
None,270.86,0,0,90,Snow,light snow,2018-01-22 22:00:00,0
None,270.86,0,0,90,Mist,mist,2018-01-22 22:00:00,1631
None,270.65,0,0,90,Snow,light snow,2018-01-22 23:00:00,570
None,270.65,0,0,90,Mist,mist,2018-01-22 23:00:00,570
None,270.28,0,0,90,Snow,light snow,2018-01-23 00:00:00,446
None,269.87,0,0,90,Snow,light snow,2018-01-23 01:00:00,245
None,269.79,0,0,90,Snow,light snow,2018-01-23 02:00:00,0
None,268.15,0,0,20,Haze,haze,2018-01-23 03:00:00,282
None,267.08,0,0,1,Clear,sky is clear,2018-01-23 04:00:00,705
None,266.37,0,0,1,Clear,sky is clear,2018-01-23 05:00:00,2008
None,265.95,0,0,75,Clouds,broken clouds,2018-01-23 06:00:00,3674
None,265.72,0,0,90,Clouds,overcast clouds,2018-01-23 07:00:00,3788
None,265.62,0,0,90,Clouds,overcast clouds,2018-01-23 08:00:00,3196
None,265.48,0,0,75,Clouds,broken clouds,2018-01-23 09:00:00,3337
None,265.48,0,0,40,Clouds,scattered clouds,2018-01-23 10:00:00,3237
None,266.08,0,0,40,Clouds,scattered clouds,2018-01-23 11:00:00,3299
None,266.65,0,0,1,Clear,sky is clear,2018-01-23 12:00:00,3506
None,267.86,0,0,40,Clouds,scattered clouds,2018-01-23 13:00:00,3670
None,268.94,0,0,1,Clear,sky is clear,2018-01-23 14:00:00,4001
None,269.74,0,0,40,Clouds,scattered clouds,2018-01-23 15:00:00,4287
None,270.37,0,0,1,Clear,sky is clear,2018-01-23 16:00:00,5068
None,269.35,0,0,40,Haze,haze,2018-01-23 17:00:00,4650
None,267.87,0,0,40,Clouds,scattered clouds,2018-01-23 18:00:00,3467
None,265.95,0,0,75,Clouds,broken clouds,2018-01-23 19:00:00,2652
None,264.97,0,0,75,Clouds,broken clouds,2018-01-23 20:00:00,2279
None,264.49,0,0,1,Clear,sky is clear,2018-01-23 21:00:00,2175
None,264.85,0,0,1,Clear,sky is clear,2018-01-23 22:00:00,1412
None,264.44,0,0,1,Clear,sky is clear,2018-01-23 23:00:00,979
None,264.01,0,0,1,Clear,sky is clear,2018-01-24 00:00:00,512
None,263.03,0,0,1,Clear,sky is clear,2018-01-24 01:00:00,350
None,261.88,0,0,1,Haze,haze,2018-01-24 02:00:00,235
None,260.76,0,0,1,Clear,sky is clear,2018-01-24 03:00:00,373
None,260.42,0,0,75,Mist,mist,2018-01-24 04:00:00,893
None,260.75,0,0,90,Mist,mist,2018-01-24 05:00:00,2915
None,261.15,0,0,90,Clouds,overcast clouds,2018-01-24 06:00:00,5445
None,263.08,0,0,90,Clouds,overcast clouds,2018-01-24 07:00:00,5866
None,264.08,0,0,90,Snow,light snow,2018-01-24 08:00:00,5625
None,264.87,0,0,90,Mist,mist,2018-01-24 09:00:00,5153
None,265.72,0,0,90,Mist,mist,2018-01-24 10:00:00,4359
None,267.22,0,0,90,Mist,mist,2018-01-24 11:00:00,4510
None,268.15,0,0,90,Mist,mist,2018-01-24 12:00:00,4704
None,268.79,0,0,75,Mist,mist,2018-01-24 13:00:00,4672
None,269.09,0,0,90,Mist,mist,2018-01-24 14:00:00,4878
None,269.44,0,0,90,Haze,haze,2018-01-24 15:00:00,5570
None,269.85,0,0,90,Clouds,overcast clouds,2018-01-24 16:00:00,0
None,269.84,0,0,90,Mist,mist,2018-01-24 17:00:00,5836
None,269.69,0,0,90,Mist,mist,2018-01-24 18:00:00,4270
None,269.54,0,0,90,Mist,mist,2018-01-24 19:00:00,3104
None,269.22,0,0,90,Mist,mist,2018-01-24 20:00:00,2720
None,269.07,0,0,90,Mist,mist,2018-01-24 21:00:00,2567
None,269.07,0,0,90,Mist,mist,2018-01-24 22:00:00,2254
None,269.01,0,0,90,Haze,haze,2018-01-24 23:00:00,1074
None,269.01,0,0,90,Mist,mist,2018-01-24 23:00:00,1074
None,268.95,0,0,90,Mist,mist,2018-01-25 00:00:00,578
None,268.95,0,0,90,Haze,haze,2018-01-25 00:00:00,578
None,269.02,0,0,90,Mist,mist,2018-01-25 01:00:00,345
None,269.08,0,0,90,Mist,mist,2018-01-25 02:00:00,265
None,269.08,0,0,90,Mist,mist,2018-01-25 03:00:00,398
None,269.29,0,0,90,Mist,mist,2018-01-25 04:00:00,929
None,269.22,0,0,90,Mist,mist,2018-01-25 05:00:00,2932
None,269.08,0,0,90,Mist,mist,2018-01-25 06:00:00,5498
None,269.08,0,0,90,Fog,fog,2018-01-25 06:00:00,5498
None,269.08,0,0,90,Mist,mist,2018-01-25 07:00:00,5702
None,269.08,0,0,90,Fog,fog,2018-01-25 07:00:00,0
None,269.15,0,0,90,Mist,mist,2018-01-25 08:00:00,5616
None,269.15,0,0,90,Fog,fog,2018-01-25 08:00:00,5616
None,269.35,0,0,90,Mist,mist,2018-01-25 09:00:00,5177
None,269.35,0,0,90,Fog,fog,2018-01-25 09:00:00,5177
None,269.41,0,0,90,Mist,mist,2018-01-25 10:00:00,4525
None,269.41,0,0,90,Fog,fog,2018-01-25 10:00:00,4525
None,269.75,0,0,90,Snow,light snow,2018-01-25 11:00:00,4529
None,269.75,0,0,90,Mist,mist,2018-01-25 11:00:00,4529
None,269.95,0,0,90,Snow,light snow,2018-01-25 12:00:00,4646
None,269.95,0,0,90,Mist,mist,2018-01-25 12:00:00,4646
None,270.02,0,0,90,Mist,mist,2018-01-25 13:00:00,4866
None,269.95,0,0,90,Mist,mist,2018-01-25 14:00:00,5152
None,270.09,0,0,90,Snow,light snow,2018-01-25 15:00:00,5720
None,270.09,0,0,90,Mist,mist,2018-01-25 15:00:00,5720
None,270.09,0,0,90,Mist,mist,2018-01-25 16:00:00,6669
None,270.08,0,0,90,Mist,mist,2018-01-25 17:00:00,5883
None,270.08,0,0,90,Haze,haze,2018-01-25 17:00:00,5883
None,270.09,0,0,90,Mist,mist,2018-01-25 18:00:00,4449
None,270.09,0,0,90,Haze,haze,2018-01-25 18:00:00,4449
None,270.09,0,0,90,Snow,light snow,2018-01-25 18:00:00,4449
None,270.08,0,0,90,Mist,mist,2018-01-25 19:00:00,3637
None,270.08,0,0,90,Haze,haze,2018-01-25 19:00:00,3637
None,270.08,0,0,90,Snow,light snow,2018-01-25 19:00:00,3637
None,270.29,0,0,90,Mist,mist,2018-01-25 20:00:00,3009
None,270.29,0,0,90,Snow,light snow,2018-01-25 20:00:00,3009
None,270.58,0,0,75,Mist,mist,2018-01-25 21:00:00,2817
None,270.58,0,0,75,Haze,haze,2018-01-25 21:00:00,0
None,270.58,0,0,75,Snow,light snow,2018-01-25 21:00:00,2817
None,270.94,0,0,75,Mist,mist,2018-01-25 22:00:00,2047
None,270.94,0,0,75,Haze,haze,2018-01-25 22:00:00,2047
None,271.08,0,0,40,Mist,mist,2018-01-25 23:00:00,1216
None,271.08,0,0,40,Haze,haze,2018-01-25 23:00:00,1216
None,271.15,0,0,1,Mist,mist,2018-01-26 00:00:00,893
None,271.15,0,0,1,Haze,haze,2018-01-26 00:00:00,893
None,271.29,0,0,1,Mist,mist,2018-01-26 01:00:00,553
None,271.29,0,0,1,Haze,haze,2018-01-26 01:00:00,553
None,271.22,0,0,1,Mist,mist,2018-01-26 02:00:00,421
None,271.22,0,0,1,Haze,haze,2018-01-26 02:00:00,421
None,271.72,0,0,1,Mist,mist,2018-01-26 03:00:00,480
None,272.51,0,0,1,Clear,sky is clear,2018-01-26 04:00:00,986
None,274.29,0,0,1,Clear,sky is clear,2018-01-26 05:00:00,2821
None,274.22,0,0,1,Clear,sky is clear,2018-01-26 06:00:00,5179
None,275.21,0,0,40,Clouds,scattered clouds,2018-01-26 07:00:00,6059
None,276.15,0,0,75,Clouds,broken clouds,2018-01-26 08:00:00,5953
None,277.21,0,0,1,Clear,sky is clear,2018-01-26 09:00:00,4939
None,278.15,0,0,1,Clear,sky is clear,2018-01-26 10:00:00,4693
None,279.48,0,0,20,Clouds,few clouds,2018-01-26 11:00:00,5029
None,280.15,0,0,20,Clouds,few clouds,2018-01-26 12:00:00,5401
None,280.43,0,0,20,Clouds,few clouds,2018-01-26 13:00:00,5380
None,280.43,0,0,20,Clouds,few clouds,2018-01-26 14:00:00,5464
None,280.02,0,0,75,Clouds,broken clouds,2018-01-26 15:00:00,5810
None,279.75,0,0,1,Clear,sky is clear,2018-01-26 16:00:00,6561
None,279.15,0,0,75,Clouds,broken clouds,2018-01-26 17:00:00,5829
None,277.86,0,0,75,Clouds,broken clouds,2018-01-26 18:00:00,4811
None,276.87,0,0,1,Clear,sky is clear,2018-01-26 19:00:00,3638
None,276.15,0,0,75,Clouds,broken clouds,2018-01-26 20:00:00,3465
None,274.56,0,0,90,Clouds,overcast clouds,2018-01-26 21:00:00,3215
None,274.28,0,0,90,Clouds,overcast clouds,2018-01-26 22:00:00,2637
None,274.35,0,0,90,Clouds,overcast clouds,2018-01-26 23:00:00,1841
None,274.65,0,0,90,Clouds,overcast clouds,2018-01-27 00:00:00,1121
None,274.01,0,0,90,Clouds,overcast clouds,2018-01-27 01:00:00,0
None,272.95,0,0,40,Clouds,scattered clouds,2018-01-27 02:00:00,476
None,271.68,0,0,40,Clouds,scattered clouds,2018-01-27 03:00:00,373
None,270.93,0,0,1,Clear,sky is clear,2018-01-27 04:00:00,449
None,270.36,0,0,1,Clear,sky is clear,2018-01-27 05:00:00,753
None,269.79,0,0,1,Clear,sky is clear,2018-01-27 06:00:00,1378
None,268.86,0,0,5,Clear,sky is clear,2018-01-27 07:00:00,2158
None,268.58,0,0,5,Clear,sky is clear,2018-01-27 08:00:00,2848
None,268.43,0,0,5,Clear,sky is clear,2018-01-27 09:00:00,3629
None,269.36,0,0,1,Clear,sky is clear,2018-01-27 10:00:00,4325
None,271.08,0,0,20,Clouds,few clouds,2018-01-27 11:00:00,4896
None,272.08,0,0,1,Clear,sky is clear,2018-01-27 12:00:00,5344
None,272.43,0,0,75,Clouds,broken clouds,2018-01-27 13:00:00,5304
None,272.79,0,0,90,Clouds,overcast clouds,2018-01-27 14:00:00,5132
None,272.69,0,0,40,Clouds,scattered clouds,2018-01-27 15:00:00,5407
None,272.95,0,0,5,Clear,sky is clear,2018-01-27 16:00:00,5460
None,272.15,0,0,5,Clear,sky is clear,2018-01-27 17:00:00,5182
None,270.73,0,0,1,Clear,sky is clear,2018-01-27 18:00:00,5052
None,269.62,0,0,5,Clear,sky is clear,2018-01-27 19:00:00,4090
None,268.48,0,0,5,Clear,sky is clear,2018-01-27 20:00:00,3584
None,267.49,0,0,5,Clear,sky is clear,2018-01-27 21:00:00,3350
None,266.58,0,0,1,Clear,sky is clear,2018-01-27 22:00:00,3070
None,265.75,0,0,90,Clouds,overcast clouds,2018-01-27 23:00:00,2033
None,265.94,0,0,90,Clouds,overcast clouds,2018-01-28 00:00:00,1260
None,266,0,0,90,Clouds,overcast clouds,2018-01-28 01:00:00,791
None,265.86,0,0,90,Snow,light snow,2018-01-28 02:00:00,653
None,265.44,0,0,75,Snow,light snow,2018-01-28 03:00:00,0
None,265.36,0,0,90,Snow,light snow,2018-01-28 04:00:00,395
None,265.22,0,0,90,Clouds,overcast clouds,2018-01-28 05:00:00,643
None,264.48,0,0,90,Snow,light snow,2018-01-28 06:00:00,1058
None,264.68,0,0,90,Snow,light snow,2018-01-28 07:00:00,1666
None,264.22,0,0,90,Snow,light snow,2018-01-28 08:00:00,2314
None,263.68,0,0,90,Snow,light snow,2018-01-28 09:00:00,3024
None,263.87,0,0,90,Snow,light snow,2018-01-28 10:00:00,3564
None,264.61,0,0,90,Snow,light snow,2018-01-28 11:00:00,4065
None,265.29,0,0,75,Snow,light snow,2018-01-28 12:00:00,4506
None,265.29,0,0,75,Haze,haze,2018-01-28 12:00:00,4506
None,265.69,0,0,90,Snow,light snow,2018-01-28 13:00:00,4784
None,266.08,0,0,90,Snow,light snow,2018-01-28 14:00:00,0
None,266.21,0,0,90,Snow,light snow,2018-01-28 15:00:00,4801
None,266.21,0,0,90,Snow,light snow,2018-01-28 16:00:00,4716
None,265.68,0,0,90,Snow,light snow,2018-01-28 17:00:00,4535
None,265.35,0,0,90,Snow,light snow,2018-01-28 18:00:00,3849
None,264.94,0,0,40,Clouds,scattered clouds,2018-01-28 19:00:00,3221
None,264.54,0,0,40,Clouds,scattered clouds,2018-01-28 20:00:00,2554
None,263.81,0,0,40,Clouds,scattered clouds,2018-01-28 21:00:00,2082
None,263.01,0,0,1,Clear,sky is clear,2018-01-28 22:00:00,1433
None,261.94,0,0,1,Clear,sky is clear,2018-01-28 23:00:00,877
None,261.54,0,0,1,Clear,sky is clear,2018-01-29 00:00:00,482
None,260.79,0,0,1,Clear,sky is clear,2018-01-29 01:00:00,335
None,260.43,0,0,1,Clear,sky is clear,2018-01-29 02:00:00,230
None,259.86,0,0,1,Clear,sky is clear,2018-01-29 03:00:00,353
None,259.44,0,0,1,Clear,sky is clear,2018-01-29 04:00:00,888
None,258.94,0,0,1,Clear,sky is clear,2018-01-29 05:00:00,2837
None,257.95,0,0,1,Clear,sky is clear,2018-01-29 06:00:00,5488
None,257.15,0,0,1,Clear,sky is clear,2018-01-29 07:00:00,6362
None,256.65,0,0,1,Clear,sky is clear,2018-01-29 08:00:00,5438
None,256.79,0,0,20,Clouds,few clouds,2018-01-29 09:00:00,4715
None,257.55,0,0,5,Clear,sky is clear,2018-01-29 10:00:00,4287
None,259.08,0,0,5,Clear,sky is clear,2018-01-29 11:00:00,4409
None,260.41,0,0,5,Clear,sky is clear,2018-01-29 12:00:00,4725
None,261.22,0,0,1,Clear,sky is clear,2018-01-29 13:00:00,4578
None,262.22,0,0,1,Clear,sky is clear,2018-01-29 14:00:00,5030
None,263.15,0,0,5,Clear,sky is clear,2018-01-29 15:00:00,5527
None,263.8,0,0,1,Clear,sky is clear,2018-01-29 16:00:00,6285
None,263.73,0,0,5,Clear,sky is clear,2018-01-29 17:00:00,6023
None,262.69,0,0,5,Clear,sky is clear,2018-01-29 18:00:00,4286
None,260.96,0,0,1,Clear,sky is clear,2018-01-29 19:00:00,3448
None,259.9,0,0,1,Clear,sky is clear,2018-01-29 20:00:00,2957
None,258.63,0,0,5,Clear,sky is clear,2018-01-29 21:00:00,2657
None,257.76,0,0,1,Clear,sky is clear,2018-01-29 22:00:00,1955
None,257.03,0,0,1,Clear,sky is clear,2018-01-29 23:00:00,0
None,256.42,0,0,1,Clear,sky is clear,2018-01-30 00:00:00,588
None,255.95,0,0,1,Clear,sky is clear,2018-01-30 01:00:00,330
None,255.42,0,0,1,Clear,sky is clear,2018-01-30 02:00:00,249
None,255.02,0,0,1,Clear,sky is clear,2018-01-30 03:00:00,371
None,254.76,0,0,1,Clear,sky is clear,2018-01-30 04:00:00,910
None,254.49,0,0,1,Clear,sky is clear,2018-01-30 05:00:00,2876
None,255.3,0,0,1,Clear,sky is clear,2018-01-30 06:00:00,5585
None,255.58,0,0,1,Snow,light snow,2018-01-30 07:00:00,6405
None,255.69,0,0,20,Snow,light snow,2018-01-30 08:00:00,5489
None,257.93,0,0,75,Clouds,broken clouds,2018-01-30 09:00:00,4462
None,259.95,0,0,75,Clouds,broken clouds,2018-01-30 10:00:00,4388
None,261.61,0,0,75,Clouds,broken clouds,2018-01-30 11:00:00,4432
None,263.01,0,0,90,Clouds,overcast clouds,2018-01-30 12:00:00,4783
None,264.82,0,0,90,Clouds,overcast clouds,2018-01-30 13:00:00,4801
None,265.89,0,0,1,Clear,sky is clear,2018-01-30 14:00:00,5195
None,266.95,0,0,90,Clouds,overcast clouds,2018-01-30 15:00:00,5701
None,267.58,0,0,1,Clear,sky is clear,2018-01-30 16:00:00,6838
None,268.62,0,0,1,Clear,sky is clear,2018-01-30 17:00:00,0
None,269.38,0,0,1,Clear,sky is clear,2018-01-30 18:00:00,4589
None,269.72,0,0,1,Clear,sky is clear,2018-01-30 19:00:00,3090
None,270.09,0,0,1,Clear,sky is clear,2018-01-30 20:00:00,2885
None,270.55,0,0,90,Clouds,overcast clouds,2018-01-30 21:00:00,2490
None,271.01,0,0,1,Clear,sky is clear,2018-01-30 22:00:00,2261
None,271.48,0,0,75,Clouds,broken clouds,2018-01-30 23:00:00,1430
None,271.86,0,0,40,Clouds,scattered clouds,2018-01-31 00:00:00,628
None,272.22,0,0,75,Clouds,broken clouds,2018-01-31 01:00:00,381
None,272.22,0,0,90,Snow,snow,2018-01-31 03:00:00,376
None,272.22,0,0,90,Fog,fog,2018-01-31 03:00:00,376
None,272.22,0,0,90,Mist,mist,2018-01-31 03:00:00,376
None,272.29,0,0,90,Snow,light snow,2018-01-31 04:00:00,982
None,272.29,0,0,90,Mist,mist,2018-01-31 04:00:00,982
None,272.69,0,0,75,Mist,mist,2018-01-31 05:00:00,2534
None,272.69,0,0,75,Snow,light snow,2018-01-31 05:00:00,2534
None,272.15,0,0,1,Clear,sky is clear,2018-01-31 06:00:00,5081
None,271.22,0,0,1,Clear,sky is clear,2018-01-31 07:00:00,5675
None,269.35,0,0,1,Clear,sky is clear,2018-01-31 08:00:00,5155
None,268.01,0,0,1,Clear,sky is clear,2018-01-31 09:00:00,5210
None,268.08,0,0,5,Clear,sky is clear,2018-01-31 10:00:00,0
None,268.07,0,0,5,Snow,light snow,2018-01-31 11:00:00,4546
None,269.15,0,0,1,Clear,sky is clear,2018-01-31 12:00:00,4885
None,269.72,0,0,1,Clear,sky is clear,2018-01-31 13:00:00,5021
None,270.61,0,0,1,Clear,sky is clear,2018-01-31 14:00:00,5212
None,270.72,0,0,1,Clear,sky is clear,2018-01-31 15:00:00,5941
None,271.15,0,0,75,Clouds,broken clouds,2018-01-31 16:00:00,6818
None,270.8,0,0,90,Clouds,overcast clouds,2018-01-31 17:00:00,6351
None,271.08,0,0,90,Clouds,overcast clouds,2018-01-31 18:00:00,4559
None,270.55,0,0,90,Snow,light snow,2018-01-31 19:00:00,3400
None,269.75,0,0,90,Snow,snow,2018-01-31 20:00:00,2856
None,269.75,0,0,90,Mist,mist,2018-01-31 20:00:00,2856
None,267.81,0,0,90,Snow,light snow,2018-01-31 21:00:00,2564
None,267.81,0,0,90,Mist,mist,2018-01-31 21:00:00,2564
None,264.72,0,0,90,Snow,light snow,2018-01-31 22:00:00,1739
None,264.72,0,0,90,Haze,haze,2018-01-31 22:00:00,1739
None,262.35,0,0,1,Haze,haze,2018-01-31 23:00:00,1402
None,259.89,0,0,75,Clouds,broken clouds,2018-02-01 00:00:00,716
None,258.15,0,0,20,Haze,haze,2018-02-01 01:00:00,363
None,256.87,0,0,40,Clouds,scattered clouds,2018-02-01 02:00:00,285
None,255.94,0,0,1,Clear,sky is clear,2018-02-01 03:00:00,362
None,255.15,0,0,1,Clear,sky is clear,2018-02-01 04:00:00,936
None,254.84,0,0,40,Clouds,scattered clouds,2018-02-01 05:00:00,2861
None,254.08,0,0,40,Clouds,scattered clouds,2018-02-01 06:00:00,5410
None,253.92,0,0,1,Clear,sky is clear,2018-02-01 07:00:00,6303
None,253.44,0,0,1,Clear,sky is clear,2018-02-01 08:00:00,5332
None,253.65,0,0,5,Clear,sky is clear,2018-02-01 09:00:00,5000
None,254.48,0,0,1,Clear,sky is clear,2018-02-01 10:00:00,4438
None,255.5,0,0,1,Clear,sky is clear,2018-02-01 11:00:00,4717
None,256.08,0,0,1,Clear,sky is clear,2018-02-01 12:00:00,4843
None,256.88,0,0,1,Clear,sky is clear,2018-02-01 13:00:00,5099
None,257.93,0,0,1,Clear,sky is clear,2018-02-01 14:00:00,5402
None,258.42,0,0,1,Clear,sky is clear,2018-02-01 15:00:00,5961
None,259.08,0,0,1,Clear,sky is clear,2018-02-01 16:00:00,6636
None,258.69,0,0,1,Clear,sky is clear,2018-02-01 17:00:00,6375
None,257.69,0,0,5,Clear,sky is clear,2018-02-01 18:00:00,0
None,257.08,0,0,1,Clear,sky is clear,2018-02-01 19:00:00,3595
None,256.51,0,0,1,Clear,sky is clear,2018-02-01 20:00:00,3133
None,255.86,0,0,40,Clouds,scattered clouds,2018-02-01 21:00:00,2807
None,255.02,0,0,1,Clear,sky is clear,2018-02-01 22:00:00,2165
None,254.58,0,0,1,Clear,sky is clear,2018-02-01 23:00:00,1483
None,253.92,0,0,1,Clear,sky is clear,2018-02-02 00:00:00,926
None,252.75,0,0,1,Clear,sky is clear,2018-02-02 01:00:00,521
None,252.22,0,0,1,Clear,sky is clear,2018-02-02 02:00:00,422
None,251.43,0,0,1,Clear,sky is clear,2018-02-02 03:00:00,0
None,250.46,0,0,1,Clear,sky is clear,2018-02-02 04:00:00,922
None,250.35,0,0,1,Clear,sky is clear,2018-02-02 05:00:00,2731
None,250.35,0,0,1,Clear,sky is clear,2018-02-02 06:00:00,5041
None,250.02,0,0,1,Clear,sky is clear,2018-02-02 07:00:00,5843
None,250.16,0,0,1,Clear,sky is clear,2018-02-02 08:00:00,5149
None,250.15,0,0,1,Clear,sky is clear,2018-02-02 09:00:00,4963
None,253.07,0,0,20,Clouds,few clouds,2018-02-02 10:00:00,4379
None,255.22,0,0,1,Clear,sky is clear,2018-02-02 11:00:00,4932
None,257.14,0,0,75,Clouds,broken clouds,2018-02-02 12:00:00,5104
None,258.29,0,0,75,Clouds,broken clouds,2018-02-02 13:00:00,5378
None,259.3,0,0,40,Clouds,scattered clouds,2018-02-02 14:00:00,5487
None,259.95,0,0,75,Clouds,broken clouds,2018-02-02 15:00:00,6080
None,260.44,0,0,90,Clouds,overcast clouds,2018-02-02 16:00:00,6646
None,260.49,0,0,90,Snow,light snow,2018-02-02 17:00:00,5891
None,260.62,0,0,90,Snow,light snow,2018-02-02 18:00:00,4691
None,260.62,0,0,90,Snow,light snow,2018-02-02 19:00:00,3790
None,260.51,0,0,90,Snow,light snow,2018-02-02 20:00:00,3216
None,260.72,0,0,90,Snow,light snow,2018-02-02 21:00:00,3818
None,261.16,0,0,90,Snow,light snow,2018-02-02 22:00:00,3788
None,261.51,0,0,90,Snow,light snow,2018-02-02 23:00:00,2020
None,261.79,0,0,90,Snow,light snow,2018-02-03 00:00:00,1368
None,262.08,0,0,90,Snow,light snow,2018-02-03 01:00:00,926
None,261.93,0,0,90,Clouds,overcast clouds,2018-02-03 02:00:00,631
None,262.22,0,0,90,Clouds,overcast clouds,2018-02-03 03:00:00,471
None,262.29,0,0,90,Clouds,overcast clouds,2018-02-03 04:00:00,0
None,262.36,0,0,90,Clouds,overcast clouds,2018-02-03 05:00:00,783
None,262.43,0,0,40,Clouds,scattered clouds,2018-02-03 06:00:00,1320
None,262.44,0,0,90,Snow,light snow,2018-02-03 07:00:00,1839
None,262.3,0,0,90,Snow,light snow,2018-02-03 08:00:00,2552
None,262.3,0,0,90,Mist,mist,2018-02-03 08:00:00,2552
None,262.3,0,0,90,Haze,haze,2018-02-03 08:00:00,2552
None,262.79,0,0,90,Snow,light snow,2018-02-03 09:00:00,3168
None,262.79,0,0,90,Mist,mist,2018-02-03 09:00:00,3168
None,263.22,0,0,90,Snow,light snow,2018-02-03 10:00:00,3572
None,263.22,0,0,90,Mist,mist,2018-02-03 10:00:00,3572
None,264.36,0,0,90,Snow,light snow,2018-02-03 11:00:00,3838
None,264.36,0,0,90,Mist,mist,2018-02-03 11:00:00,3838
None,264.79,0,0,90,Snow,light snow,2018-02-03 12:00:00,3924
None,264.79,0,0,90,Mist,mist,2018-02-03 12:00:00,3924
None,264.86,0,0,90,Snow,heavy snow,2018-02-03 13:00:00,3562
None,264.86,0,0,90,Mist,mist,2018-02-03 13:00:00,3562
None,264.79,0,0,90,Snow,snow,2018-02-03 14:00:00,3572
None,264.79,0,0,90,Fog,fog,2018-02-03 14:00:00,3572
None,264.86,0,0,90,Snow,light snow,2018-02-03 15:00:00,3716
None,264.86,0,0,90,Mist,mist,2018-02-03 15:00:00,3716
None,264.51,0,0,90,Snow,light snow,2018-02-03 16:00:00,3752
None,264.51,0,0,90,Mist,mist,2018-02-03 16:00:00,3752
None,264.51,0,0,90,Haze,haze,2018-02-03 16:00:00,3752
None,264.08,0,0,90,Snow,light snow,2018-02-03 17:00:00,3652
None,264.08,0,0,90,Mist,mist,2018-02-03 17:00:00,3652
None,263.65,0,0,90,Snow,light snow,2018-02-03 18:00:00,3763
None,263.69,0,0,90,Snow,light snow,2018-02-03 19:00:00,3301
None,263.15,0,0,90,Snow,light snow,2018-02-03 20:00:00,2632
None,262.44,0,0,90,Snow,light snow,2018-02-03 21:00:00,2454
None,262.44,0,0,90,Mist,mist,2018-02-03 21:00:00,2454
None,262.15,0,0,90,Snow,light snow,2018-02-03 22:00:00,2892
None,262.15,0,0,90,Mist,mist,2018-02-03 22:00:00,2892
None,261.49,0,0,90,Snow,light snow,2018-02-03 23:00:00,2935
None,261.49,0,0,90,Mist,mist,2018-02-03 23:00:00,2935
None,261.49,0,0,90,Haze,haze,2018-02-03 23:00:00,2935
None,260.44,0,0,75,Snow,light snow,2018-02-04 00:00:00,1536
